account_number,customer_id,branch_id,account_type_id,balance,open_date,account_status,last_transaction_date
100000020413,12719,32,1,21872,2023-07-22,Active,2024-09-13
100000020414,12720,75,3,146707,2020-10-04,Active,2025-07-07
100000020415,12721,39,3,197986,2017-02-10,Active,2026-06-15
100000020416,12721,76,2,711200,2020-08-07,Active,2025-04-09
100000020417,12722,111,1,159946,2025-08-25,Active,2026-05-05
100000020418,12722,55,2,1086455,2017-03-26,Active,2017-06-29
100000020419,12723,15,2,1176188,2022-08-25,Active,2025-10-13
100000020420,12724,39,1,121251,2022-12-29,Active,2023-09-21
100000020421,12724,116,1,230860,2021-10-16,Active,2023-04-01
100000020422,12724,89,1,209789,2018-01-03,Active,2019-06-14
100000020423,12725,31,1,102416,2024-08-28,Active,2026-01-06
100000020424,12725,69,1,279941,2018-01-07,Active,2023-01-14
100000020425,12725,117,1,201786,2021-07-31,Active,2025-12-17
100000020426,12726,25,1,155220,2023-05-17,Active,2025-07-21
100000020427,12726,48,4,2604851,2016-07-26,Active,2020-06-20
100000020428,12727,24,1,66015,2019-03-10,Active,2025-04-12
100000020429,12727,84,1,205189,2024-05-09,Active,2025-04-11
100000020430,12728,101,4,1737725,2023-07-04,Active,2024-05-26
100000020431,12729,84,1,128950,2017-03-02,Active,2022-03-28
100000020432,12730,102,1,30483,2024-04-10,Active,2025-07-29
100000020433,12730,11,1,24869,2017-01-07,Active,2024-01-10
100000020434,12731,105,2,1435180,2017-05-27,Active,2021-03-14
100000020435,12732,27,2,631045,2021-10-13,Active,2023-02-24
100000020436,12732,38,4,4419624,2020-02-21,Active,2026-03-06
100000020437,12733,23,1,203185,2021-06-05,Active,2023-11-04
100000020438,12733,76,1,26361,2024-04-29,Active,2025-12-10
100000020439,12734,80,2,1239062,2017-06-08,Active,2024-08-14
100000020440,12735,75,1,39211,2025-02-03,Active,2025-08-05
100000020441,12735,120,1,102579,2025-11-20,Active,2025-12-11
100000020442,12736,44,2,126045,2017-05-31,Active,2018-12-18
100000020443,12737,34,1,112243,2026-02-07,Active,2026-03-22
100000020444,12737,47,1,199729,2017-09-14,Active,2024-02-25
100000020445,12738,116,1,174498,2026-03-14,Active,2026-05-12
100000020446,12739,8,1,10672,2025-01-16,Active,2026-04-27
100000020447,12739,4,1,57796,2025-10-30,Active,2026-03-23
100000020448,12740,42,1,295876,2017-11-21,Active,2020-12-03
100000020449,12740,118,1,107163,2022-11-12,Active,2024-02-01
100000020450,12740,56,1,73675,2025-08-08,Active,2026-01-08
100000020451,12741,46,1,251441,2022-07-19,Active,2025-07-19
100000020452,12742,86,2,263842,2017-11-29,Active,2020-04-25
100000020453,12742,46,1,267442,2022-07-17,Active,2025-02-02
100000020454,12743,81,1,127408,2023-04-03,Active,2026-03-28
100000020455,12744,65,1,277011,2020-04-06,Active,2023-05-07
100000020456,12745,65,3,198793,2024-05-09,Active,2025-12-18
100000020457,12745,39,3,133664,2023-07-13,Active,2024-08-18
100000020458,12746,107,1,201891,2016-10-23,Active,2022-08-05
100000020459,12747,63,3,16009,2023-05-17,Active,2024-08-08
100000020460,12747,65,1,133736,2023-11-09,Active,2026-06-30
100000020461,12748,85,2,104018,2020-02-15,Active,2023-01-09
100000020462,12748,7,1,275362,2024-07-31,Active,2026-04-25
100000020463,12749,38,2,304201,2016-11-02,Active,2018-07-19
100000020464,12749,108,1,262541,2019-04-26,Active,2024-05-19
100000020465,12749,110,1,202514,2019-03-05,Active,2026-03-13
100000020466,12750,77,2,1128326,2022-12-02,Active,2024-12-16
100000020467,12750,28,1,35343,2025-04-25,Active,2025-12-14
100000020468,12751,46,4,1565739,2017-11-06,Active,2024-09-12
100000020469,12752,95,2,1012902,2016-11-17,Active,2019-02-16
100000020470,12753,45,1,288851,2020-02-23,Active,2026-05-27
100000020471,12754,19,1,229094,2019-03-19,Active,2020-07-03
100000020472,12754,102,1,50793,2017-06-15,Active,2025-07-26
100000020473,12754,6,1,143347,2025-04-28,Active,2026-01-02
100000020474,12755,28,1,47824,2025-04-05,Active,2025-11-14
100000020475,12756,41,2,471476,2021-08-11,Active,2022-09-23
100000020476,12757,79,1,252681,2019-03-15,Inactive,2019-10-08
100000020477,12758,42,3,44639,2024-09-23,Active,2025-07-17
100000020478,12758,15,2,616918,2023-07-22,Active,2023-10-28
100000020479,12759,83,2,692525,2024-09-29,Active,2025-08-14
100000020480,12759,84,1,131155,2018-11-13,Active,2022-05-21
100000020481,12760,34,1,47651,2025-09-06,Active,2026-05-19
100000020482,12761,29,1,119604,2021-12-29,Active,2023-07-15
100000020483,12762,96,1,173523,2017-07-12,Active,2022-05-30
100000020484,12763,105,1,67477,2024-05-10,Active,2025-11-08
100000020485,12764,112,2,833322,2025-05-05,Active,2025-05-09
100000020486,12765,47,2,889848,2019-03-07,Active,2021-10-18
100000020487,12766,28,3,218327,2024-06-06,Active,2026-04-25
100000020488,12767,100,1,208269,2023-11-12,Active,2024-09-11
100000020489,12767,108,2,486524,2018-06-05,Active,2022-11-25
100000020490,12768,71,1,209928,2020-02-06,Active,2020-10-23
100000020491,12769,104,1,180878,2017-12-30,Active,2019-06-02
100000020492,12769,68,1,11301,2017-07-21,Active,2020-04-24
100000020493,12770,69,3,229686,2019-04-01,Active,2026-03-23
100000020494,12771,97,2,1189751,2024-11-26,Inactive,2025-02-07
100000020495,12771,47,2,783226,2016-12-28,Active,2025-12-15
100000020496,12772,40,1,19062,2020-05-27,Inactive,2020-06-15
100000020497,12773,114,1,42499,2020-08-28,Active,2025-11-11
100000020498,12773,65,1,73597,2024-02-25,Active,2025-10-12
100000020499,12774,110,1,113486,2022-11-27,Active,2023-10-17
100000020500,12774,90,1,212073,2025-02-05,Active,2025-09-10
100000020501,12775,65,1,281027,2016-07-13,Active,2019-08-25
100000020502,12776,27,1,236668,2019-04-18,Active,2021-03-28
100000020503,12777,7,1,296756,2019-08-01,Active,2023-08-12
100000020504,12778,107,1,218145,2022-11-24,Active,2025-10-27
100000020505,12778,94,3,399,2025-12-06,Active,2026-02-08
100000020506,12779,41,2,268278,2023-11-06,Active,2023-12-10
100000020507,12779,3,1,115284,2021-05-26,Active,2021-11-05
100000020508,12780,106,1,269025,2024-04-09,Active,2024-07-16
100000020509,12781,80,1,65453,2024-08-01,Active,2026-03-04
100000020510,12782,43,1,262935,2019-01-18,Active,2020-05-04
100000020511,12783,67,1,220181,2023-01-21,Active,2026-02-14
100000020512,12783,27,2,210108,2020-10-28,Active,2023-10-12
100000020513,12783,115,1,288996,2022-04-05,Active,2025-08-31
100000020514,12784,99,1,12282,2021-06-17,Active,2026-03-12
100000020515,12785,32,1,117831,2022-08-05,Active,2023-07-02
100000020516,12786,67,3,105856,2021-09-15,Active,2021-11-30
100000020517,12787,28,1,157229,2019-12-19,Active,2022-06-03
100000020518,12788,14,1,99896,2019-08-03,Active,2021-10-07
100000020519,12788,61,1,224552,2025-09-24,Active,2026-02-23
100000020520,12788,51,1,224984,2020-01-07,Active,2024-05-14
100000020521,12789,65,2,1318762,2018-10-19,Active,2025-04-11
100000020522,12789,103,1,201288,2019-07-16,Active,2023-01-07
100000020523,12790,83,3,27636,2016-12-10,Active,2021-04-15
100000020524,12791,82,3,106619,2026-01-05,Active,2026-05-24
100000020525,12791,73,1,149232,2026-03-27,Active,2026-05-18
100000020526,12792,86,2,613703,2022-04-07,Active,2023-10-07
100000020527,12793,99,1,204209,2022-03-18,Active,2023-08-08
100000020528,12793,40,1,67510,2021-04-09,Active,2024-10-26
100000020529,12794,97,1,260871,2024-02-22,Active,2024-09-09
100000020530,12794,8,3,91955,2022-10-02,Active,2026-06-10
100000020531,12795,47,4,458284,2020-07-23,Active,2026-03-04
100000020532,12796,90,1,213857,2026-01-03,Active,2026-03-03
100000020533,12797,64,1,129989,2019-04-29,Active,2025-01-11
100000020534,12798,75,1,122130,2023-10-14,Active,2024-09-21
100000020535,12798,88,1,195422,2020-02-24,Active,2023-09-04
100000020536,12799,56,2,602324,2026-03-02,Active,2026-05-04
100000020537,12800,107,3,31791,2021-05-22,Active,2023-06-28
100000020538,12801,73,1,180130,2024-04-25,Active,2025-11-02
100000020539,12801,80,2,1395958,2019-11-09,Active,2023-12-11
100000020540,12802,56,2,554771,2020-05-14,Active,2025-11-06
100000020541,12802,40,1,34612,2022-05-28,Active,2025-09-26
100000020542,12803,12,2,900094,2025-04-10,Active,2026-05-04
100000020543,12804,39,3,61537,2017-11-30,Active,2025-04-19
100000020544,12804,109,1,291798,2020-09-24,Active,2021-02-11
100000020545,12804,35,3,197628,2018-06-03,Active,2019-08-10
100000020546,12805,17,1,293964,2020-11-30,Active,2024-03-06
100000020547,12805,24,1,183621,2018-06-27,Active,2023-12-06
100000020548,12806,21,1,192294,2018-10-04,Active,2018-11-05
100000020549,12807,14,1,18584,2016-09-09,Active,2023-10-22
100000020550,12808,52,1,31469,2021-12-28,Active,2025-03-09
100000020551,12808,31,2,640784,2017-09-26,Active,2021-05-02
100000020552,12809,67,1,95426,2018-06-19,Active,2021-08-07
100000020553,12809,110,1,86922,2025-12-10,Active,2026-04-27
100000020554,12810,87,3,39144,2017-06-24,Active,2020-02-18
100000020555,12810,16,1,220543,2018-06-07,Active,2025-11-02
100000020556,12811,2,4,709842,2023-08-07,Active,2023-12-13
100000020557,12812,15,1,236447,2021-12-05,Active,2024-10-31
100000020558,12812,20,2,67852,2018-10-13,Active,2024-11-23
100000020559,12813,28,1,282608,2025-05-02,Active,2026-01-13
100000020560,12813,49,2,674291,2026-04-19,Active,2026-06-13
100000020561,12814,4,3,249428,2017-12-07,Active,2019-07-16
100000020562,12814,21,2,303663,2017-06-16,Active,2025-11-25
100000020563,12815,27,4,2621572,2023-12-02,Active,2024-09-05
100000020564,12816,12,2,147017,2023-11-14,Active,2024-08-11
100000020565,12817,96,1,43439,2023-05-31,Active,2024-02-02
100000020566,12817,15,2,895527,2023-09-21,Active,2024-03-04
100000020567,12818,98,1,8499,2019-07-19,Active,2024-10-01
100000020568,12818,6,1,260113,2017-08-09,Active,2018-04-30
100000020569,12818,33,1,140638,2018-09-03,Active,2026-05-19
100000020570,12819,114,1,96125,2025-10-07,Active,2026-06-11
100000020571,12819,85,1,23031,2024-08-11,Active,2025-12-13
100000020572,12820,8,1,88274,2017-08-24,Active,2020-11-28
100000020573,12821,3,1,162825,2019-10-07,Inactive,2025-05-09
100000020574,12821,48,1,238768,2016-07-29,Active,2018-11-18
100000020575,12822,48,1,166450,2020-07-05,Active,2025-01-02
100000020576,12822,120,1,223213,2023-12-10,Active,2025-04-19
100000020577,12823,48,3,188422,2025-12-01,Active,2026-05-08
100000020578,12823,50,1,91242,2026-06-22,Active,2026-07-01
100000020579,12824,99,1,255685,2017-09-02,Active,2024-07-23
100000020580,12825,53,1,19248,2025-02-27,Active,2025-09-01
100000020581,12826,34,2,976114,2025-06-29,Inactive,2026-01-12
100000020582,12827,34,1,192482,2019-02-27,Active,2025-11-16
100000020583,12828,27,1,65926,2025-05-14,Active,2026-04-07
100000020584,12829,96,1,258919,2025-01-17,Active,2025-02-19
100000020585,12830,26,1,227109,2025-04-24,Active,2025-05-04
100000020586,12831,26,1,106286,2017-12-12,Active,2021-10-14
100000020587,12831,97,1,151128,2019-12-18,Active,2021-01-02
100000020588,12832,79,1,220766,2022-03-07,Active,2023-12-20
100000020589,12832,107,3,220210,2020-10-17,Active,2021-07-06
100000020590,12833,12,1,161834,2022-12-19,Active,2024-06-19
100000020591,12833,95,3,239662,2025-06-10,Active,2025-08-28
100000020592,12834,47,2,86081,2024-07-26,Active,2026-03-07
100000020593,12834,88,3,135386,2023-09-28,Active,2025-03-14
100000020594,12835,80,2,146749,2026-01-07,Active,2026-04-09
100000020595,12836,112,3,137195,2017-08-02,Active,2022-07-04
100000020596,12836,52,1,136404,2020-06-04,Active,2024-04-21
100000020597,12837,60,2,1287518,2020-11-12,Active,2022-06-28
100000020598,12838,120,1,165657,2021-01-28,Active,2021-03-04
100000020599,12838,12,3,812,2020-05-25,Active,2023-02-28
100000020600,12838,102,1,79824,2025-09-20,Active,2026-03-17
100000020601,12839,89,1,143529,2018-12-08,Active,2023-08-17
100000020602,12839,18,1,57571,2017-04-07,Active,2021-01-15
100000020603,12840,105,1,97982,2021-07-21,Active,2024-09-25
100000020604,12840,111,1,147419,2020-12-07,Active,2023-07-21
100000020605,12841,61,1,65583,2019-05-21,Active,2020-05-24
100000020606,12842,107,1,290924,2024-05-08,Active,2025-08-19
100000020607,12842,119,1,129765,2021-04-04,Active,2024-01-20
100000020608,12842,74,4,835031,2025-08-29,Active,2026-05-28
100000020609,12843,28,1,201632,2017-03-18,Active,2017-06-12
100000020610,12844,110,1,292469,2025-02-27,Active,2026-01-27
100000020611,12845,106,2,796215,2025-02-08,Active,2026-01-01
100000020612,12845,31,4,465032,2021-12-28,Active,2022-08-26
100000020613,12846,76,1,41275,2025-07-14,Active,2025-11-25
100000020614,12846,91,2,956055,2017-01-08,Active,2026-06-22
100000020615,12847,8,1,190527,2018-10-01,Active,2021-08-05
100000020616,12847,28,1,161350,2021-08-25,Active,2021-09-14
100000020617,12848,46,1,45038,2024-12-31,Active,2026-02-20
100000020618,12849,18,3,53832,2018-01-10,Active,2019-03-19
100000020619,12850,48,4,800702,2021-12-05,Active,2025-06-15
100000020620,12851,59,1,49266,2024-01-15,Active,2024-11-11
100000020621,12851,70,1,222719,2023-07-04,Active,2023-10-02
100000020622,12852,32,3,223489,2019-04-26,Active,2020-03-05
100000020623,12852,33,2,310114,2024-04-05,Active,2025-05-19
100000020624,12852,24,2,1106039,2021-12-28,Active,2026-05-16
100000020625,12853,35,1,174342,2025-02-22,Active,2025-06-28
100000020626,12854,74,2,578214,2016-08-26,Active,2019-12-07
100000020627,12854,14,3,161019,2022-01-05,Active,2024-12-12
100000020628,12855,78,1,254356,2020-02-21,Active,2021-12-02
100000020629,12856,30,1,18672,2025-01-15,Active,2025-04-13
100000020630,12857,34,2,1356204,2019-04-08,Active,2021-04-10
100000020631,12858,15,1,30723,2019-09-14,Active,2019-09-23
100000020632,12858,115,1,106804,2017-11-02,Active,2021-10-25
100000020633,12859,111,1,104240,2020-01-01,Active,2023-11-23
100000020634,12859,14,1,181468,2022-08-07,Active,2026-03-19
100000020635,12860,90,1,260360,2021-09-04,Active,2026-04-21
100000020636,12861,49,1,63169,2021-04-20,Active,2023-05-14
100000020637,12862,66,2,473012,2025-04-05,Active,2026-03-23
100000020638,12862,72,3,232193,2024-02-09,Active,2024-06-08
100000020639,12863,75,3,22635,2017-01-13,Active,2026-02-03
100000020640,12864,39,4,1071655,2020-12-03,Active,2023-02-16
100000020641,12864,103,1,94582,2019-04-01,Active,2019-04-07
100000020642,12865,73,2,255358,2020-06-07,Active,2023-09-11
100000020643,12866,7,2,1384836,2023-06-15,Active,2023-08-28
100000020644,12866,47,1,186191,2024-09-16,Active,2025-01-10
100000020645,12866,108,1,168278,2025-07-01,Active,2025-07-23
100000020646,12867,57,3,105713,2023-05-27,Active,2025-10-04
100000020647,12867,83,2,519591,2021-10-03,Active,2025-06-09
100000020648,12868,102,3,92606,2018-11-24,Active,2022-03-07
100000020649,12868,67,2,647139,2025-02-16,Active,2026-03-20
100000020650,12869,26,1,10234,2023-11-30,Active,2024-07-16
100000020651,12869,102,1,268326,2019-09-26,Active,2021-08-27
100000020652,12870,41,1,276683,2017-08-02,Active,2024-04-30
100000020653,12870,14,1,120206,2018-08-25,Active,2021-06-12
100000020654,12870,51,4,1685031,2026-02-26,Active,2026-03-13
100000020655,12871,17,1,91940,2016-12-30,Active,2026-01-30
100000020656,12871,51,1,271027,2019-04-02,Active,2024-09-24
100000020657,12872,84,2,773502,2025-03-01,Active,2026-05-15
100000020658,12872,49,1,299745,2020-07-05,Active,2026-06-26
100000020659,12873,7,1,274300,2024-08-24,Active,2026-05-01
100000020660,12874,102,3,233288,2025-04-20,Active,2025-12-27
100000020661,12875,118,3,85280,2020-09-21,Active,2024-01-08
100000020662,12876,8,1,85073,2026-05-11,Active,2026-06-18
100000020663,12877,108,2,1431268,2019-12-02,Active,2022-03-17
100000020664,12878,110,1,26586,2016-09-19,Active,2019-03-24
100000020665,12878,39,1,105436,2018-01-18,Active,2020-06-14
100000020666,12878,67,1,266291,2016-07-11,Active,2023-07-04
100000020667,12879,102,3,75452,2019-01-21,Inactive,2025-08-19
100000020668,12879,48,2,1374074,2021-03-01,Active,2022-07-20
100000020669,12880,102,4,1911942,2026-01-25,Active,2026-03-02
100000020670,12881,90,1,198150,2023-06-05,Active,2025-12-25
100000020671,12882,66,3,220029,2017-07-05,Active,2023-01-21
100000020672,12883,20,2,66683,2017-11-22,Active,2020-06-05
100000020673,12883,62,2,66366,2021-11-02,Active,2022-02-28
100000020674,12884,79,2,1231536,2023-01-28,Active,2024-08-09
100000020675,12884,46,2,104445,2018-02-06,Active,2023-06-11
100000020676,12885,36,1,152370,2025-08-07,Active,2026-03-04
100000020677,12886,108,2,42987,2023-08-12,Active,2026-04-11
100000020678,12886,86,1,66458,2021-05-16,Active,2022-08-27
100000020679,12887,88,1,12657,2023-02-02,Active,2024-10-06
100000020680,12888,31,1,101800,2021-04-03,Active,2024-03-14
100000020681,12889,120,1,198085,2018-09-13,Active,2022-11-29
100000020682,12890,19,3,112797,2017-07-19,Active,2025-07-19
100000020683,12890,56,1,153623,2017-05-19,Active,2022-10-01
100000020684,12891,33,2,692005,2023-12-28,Active,2025-07-07
100000020685,12892,101,1,190565,2025-06-27,Active,2025-08-03
100000020686,12892,13,1,32365,2016-11-11,Active,2017-01-09
100000020687,12892,48,1,71601,2019-03-09,Active,2024-01-18
100000020688,12893,79,1,297129,2024-08-16,Active,2025-01-25
100000020689,12893,46,4,1918714,2021-01-25,Active,2022-09-19
100000020690,12893,55,1,43907,2024-05-06,Active,2024-10-08
100000020691,12894,46,2,646459,2024-10-03,Active,2025-06-20
100000020692,12894,69,3,39492,2017-12-21,Active,2023-10-17
100000020693,12895,44,1,246362,2019-12-14,Active,2019-12-15
100000020694,12896,79,2,1276438,2025-12-31,Active,2026-06-02
100000020695,12897,14,4,1519065,2020-10-01,Active,2024-10-31
100000020696,12898,10,4,3516295,2024-09-02,Active,2025-02-25
100000020697,12899,61,1,53809,2023-02-17,Active,2024-08-13
100000020698,12900,13,1,94805,2024-02-24,Active,2025-06-22
100000020699,12900,74,1,180545,2017-03-22,Active,2024-07-18
100000020700,12900,74,1,158115,2021-04-06,Active,2026-04-19
100000020701,12901,114,3,40680,2024-05-12,Active,2025-01-06
100000020702,12902,84,1,202115,2019-03-01,Active,2019-05-09
100000020703,12902,69,1,7433,2022-06-27,Active,2022-08-02
100000020704,12902,106,2,685987,2021-06-29,Active,2024-07-10
100000020705,12903,40,1,184034,2017-06-09,Active,2019-09-27
100000020706,12903,103,1,98384,2020-02-19,Active,2025-01-25
100000020707,12904,38,1,125307,2023-06-19,Active,2024-03-24
100000020708,12904,53,1,46840,2017-02-15,Active,2019-09-18
100000020709,12905,84,1,182007,2021-04-07,Active,2022-09-08
100000020710,12905,63,1,235929,2020-12-22,Active,2025-04-21
100000020711,12906,56,1,115237,2024-10-08,Inactive,2025-04-27
100000020712,12907,93,3,192851,2016-11-02,Inactive,2021-07-24
100000020713,12908,111,1,141438,2026-06-25,Active,2026-06-26
100000020714,12909,38,4,257734,2020-12-07,Active,2021-06-06
100000020715,12909,56,1,237489,2021-05-13,Active,2025-10-10
100000020716,12910,94,1,211476,2017-02-01,Active,2025-06-07
100000020717,12910,46,1,133334,2019-03-11,Active,2023-03-01
100000020718,12911,100,1,58774,2017-07-09,Active,2019-08-06
100000020719,12911,52,1,273194,2023-04-16,Active,2025-05-29
100000020720,12912,55,1,53984,2023-03-16,Active,2025-04-05
100000020721,12912,81,1,226315,2018-08-08,Active,2020-08-22
100000020722,12913,40,3,33280,2020-02-01,Active,2020-09-28
100000020723,12913,79,1,35435,2022-12-30,Active,2026-03-25
100000020724,12914,49,1,39658,2021-12-10,Active,2023-10-14
100000020725,12914,83,1,76303,2017-08-29,Active,2021-09-03
100000020726,12915,116,1,24834,2019-01-16,Active,2019-10-26
100000020727,12915,66,1,260034,2023-08-29,Active,2026-03-31
100000020728,12915,94,1,286578,2022-09-14,Active,2026-01-25
100000020729,12916,12,1,164887,2021-11-28,Active,2022-03-04
100000020730,12917,78,1,27599,2018-04-06,Active,2018-10-13
100000020731,12918,86,1,32832,2018-08-16,Active,2020-03-06
100000020732,12918,22,1,133599,2020-07-28,Active,2023-05-07
100000020733,12919,85,2,73631,2022-12-22,Active,2025-07-15
100000020734,12919,22,2,228608,2024-11-26,Active,2025-12-12
100000020735,12920,20,1,264646,2017-11-27,Active,2025-08-28
100000020736,12920,79,2,1232688,2017-10-06,Active,2024-09-25
100000020737,12921,13,1,52895,2024-06-06,Active,2024-09-25
100000020738,12922,51,4,4660849,2021-06-11,Active,2025-03-28
100000020739,12922,24,1,169309,2017-10-04,Active,2025-07-12
100000020740,12923,6,3,114049,2025-01-29,Active,2026-05-03
100000020741,12924,43,3,112968,2020-08-16,Active,2022-03-15
100000020742,12925,70,1,290225,2025-04-06,Active,2026-04-17
100000020743,12925,23,3,28030,2022-04-19,Active,2022-09-01
100000020744,12926,26,2,1234014,2026-06-04,Active,2026-06-14
100000020745,12927,89,1,193896,2022-09-04,Active,2024-01-18
100000020746,12928,112,1,9737,2024-10-08,Active,2024-10-24
100000020747,12929,43,3,213689,2017-10-27,Active,2022-06-10
100000020748,12930,103,1,50169,2024-12-16,Active,2025-08-27
100000020749,12931,21,1,240193,2023-05-11,Active,2024-08-12
100000020750,12932,67,1,187600,2025-01-25,Active,2025-08-31
100000020751,12933,61,3,39902,2021-04-09,Active,2021-04-17
100000020752,12934,117,3,47206,2022-06-13,Active,2023-09-19
100000020753,12934,89,1,124898,2018-06-18,Active,2019-06-29
100000020754,12935,116,1,251655,2020-01-12,Active,2020-08-31
100000020755,12936,93,1,279627,2016-12-06,Active,2018-11-20
100000020756,12937,61,1,252087,2019-09-19,Active,2023-07-21
100000020757,12938,54,3,67322,2018-08-24,Active,2021-09-22
100000020758,12938,120,1,255522,2025-05-29,Active,2026-02-15
100000020759,12939,75,2,243224,2023-05-05,Active,2025-08-28
100000020760,12939,52,1,80241,2023-02-21,Active,2023-06-02
100000020761,12940,7,3,11381,2022-01-03,Active,2023-05-30
100000020762,12940,82,1,132439,2025-07-17,Active,2025-11-15
100000020763,12941,33,1,170095,2021-06-14,Active,2022-05-15
100000020764,12941,1,2,399504,2020-03-04,Inactive,2026-06-26
100000020765,12942,13,1,136980,2023-01-17,Active,2024-12-24
100000020766,12942,23,1,118443,2017-08-01,Active,2018-12-21
100000020767,12943,6,3,109411,2017-03-27,Inactive,2020-08-13
100000020768,12943,10,1,230140,2016-11-03,Active,2017-12-22
100000020769,12944,12,1,48131,2016-12-22,Active,2017-10-24
100000020770,12944,36,4,3337555,2024-11-09,Active,2025-01-18
100000020771,12945,46,1,230451,2022-03-23,Active,2022-10-31
100000020772,12945,44,2,905142,2020-03-24,Active,2025-06-08
100000020773,12946,118,1,248474,2026-02-22,Active,2026-03-15
100000020774,12946,88,1,123937,2022-10-02,Active,2023-01-23
100000020775,12947,92,2,1183470,2023-08-28,Active,2026-04-11
100000020776,12948,103,2,614076,2019-05-24,Active,2019-05-30
100000020777,12949,2,3,88515,2022-08-12,Active,2025-12-11
100000020778,12949,99,3,248844,2017-02-10,Active,2025-05-23
100000020779,12950,39,1,297599,2022-11-02,Active,2023-07-26
100000020780,12951,109,1,79242,2017-11-04,Active,2019-12-31
100000020781,12952,91,2,1217113,2021-04-14,Active,2025-10-23
100000020782,12952,9,1,40136,2021-10-28,Active,2023-10-02
100000020783,12953,36,1,223136,2022-02-04,Active,2025-12-31
100000020784,12953,113,1,264890,2022-01-20,Active,2022-05-05
100000020785,12954,51,4,3212446,2024-04-18,Active,2026-02-26
100000020786,12955,69,3,178383,2023-01-29,Inactive,2025-08-17
100000020787,12956,80,1,222713,2017-02-25,Active,2022-11-14
100000020788,12957,7,1,82611,2026-03-09,Active,2026-05-25
100000020789,12957,25,1,218755,2025-11-12,Active,2026-01-26
100000020790,12958,28,1,33706,2017-10-28,Active,2025-09-26
100000020791,12959,41,1,47505,2022-12-24,Active,2025-02-21
100000020792,12959,87,1,274393,2024-06-18,Active,2025-09-10
100000020793,12960,79,2,685279,2016-07-02,Active,2019-04-17
100000020794,12960,86,3,114920,2024-11-17,Active,2025-03-15
100000020795,12961,63,1,277899,2018-02-08,Active,2021-02-14
100000020796,12961,105,1,268954,2019-11-18,Active,2021-10-14
100000020797,12961,114,1,261099,2020-04-05,Active,2021-05-05
100000020798,12962,101,1,71274,2018-08-20,Active,2025-10-20
100000020799,12963,6,2,618395,2023-05-29,Active,2026-02-10
100000020800,12963,34,2,384685,2024-09-12,Inactive,2025-05-28
100000020801,12964,32,1,40016,2025-10-26,Active,2026-03-21
100000020802,12964,45,2,886427,2019-03-10,Active,2020-10-22
100000020803,12965,29,3,146257,2022-03-10,Active,2025-01-31
100000020804,12965,25,1,54225,2017-10-24,Active,2021-01-04
100000020805,12966,113,1,169659,2017-05-18,Active,2023-04-23
100000020806,12966,68,1,248244,2019-01-29,Active,2025-06-26
100000020807,12967,62,1,114188,2016-11-23,Active,2021-02-11
100000020808,12967,85,3,173803,2022-05-14,Active,2022-10-25
100000020809,12967,35,4,2229871,2020-03-10,Active,2023-05-08
100000020810,12968,17,1,246024,2021-09-21,Active,2026-06-25
100000020811,12969,116,1,223168,2018-04-04,Active,2024-08-13
100000020812,12970,108,1,290529,2022-01-10,Active,2025-04-08
100000020813,12971,120,1,120832,2023-06-21,Active,2023-10-27
100000020814,12972,64,2,1211954,2022-04-26,Active,2025-08-27
100000020815,12972,79,4,1157374,2018-11-11,Active,2021-07-05
100000020816,12973,62,2,408420,2019-11-08,Active,2021-06-12
100000020817,12974,22,1,234471,2019-11-12,Active,2020-06-07
100000020818,12975,92,1,262116,2026-04-23,Active,2026-06-10
100000020819,12976,8,2,327296,2018-04-28,Active,2021-04-17
100000020820,12977,54,3,216444,2025-12-23,Active,2026-01-24
100000020821,12978,7,2,1459592,2023-06-26,Active,2026-05-13
100000020822,12979,72,1,117226,2025-01-06,Active,2025-12-18
100000020823,12979,27,2,1252513,2023-05-22,Active,2025-11-03
100000020824,12980,23,1,162067,2017-04-17,Active,2019-04-15
100000020825,12980,25,1,53649,2021-12-18,Active,2025-06-02
100000020826,12981,43,3,158943,2024-04-08,Active,2024-10-19
100000020827,12981,120,1,247985,2019-04-27,Active,2024-05-17
100000020828,12981,46,3,106600,2024-01-14,Active,2025-01-01
100000020829,12982,43,1,68479,2021-11-05,Active,2025-09-02
100000020830,12983,33,1,209532,2024-06-25,Active,2024-10-29
100000020831,12983,115,2,570896,2020-02-24,Active,2023-12-30
100000020832,12984,80,1,114141,2018-04-19,Active,2018-05-01
100000020833,12985,79,2,424637,2022-06-02,Inactive,2025-08-21
100000020834,12985,87,1,159967,2023-05-09,Active,2023-08-07
100000020835,12986,68,2,444380,2018-06-27,Active,2023-11-10
100000020836,12987,118,4,3677769,2016-07-17,Active,2018-07-01
100000020837,12987,59,1,255354,2017-01-07,Active,2023-02-02
100000020838,12988,63,2,140445,2023-10-10,Active,2025-09-18
100000020839,12989,111,1,124241,2020-11-07,Active,2021-10-05
100000020840,12989,73,2,223800,2022-10-02,Active,2026-04-25
100000020841,12990,44,2,21604,2019-12-17,Active,2024-03-13
100000020842,12990,108,1,123897,2019-05-17,Active,2026-01-04
100000020843,12991,88,1,142321,2022-02-12,Active,2026-03-21
100000020844,12991,63,3,24982,2022-01-25,Active,2026-06-19
100000020845,12991,42,3,217313,2024-02-21,Active,2025-10-21
100000020846,12992,12,1,16682,2018-12-18,Active,2025-03-12
