customer_code,first_name,last_name,gender,date_of_birth,email,phone,city,state,annual_income,credit_score,join_date,customer_status
CUST019381,Raj,Patel,Male,1999-03-19,raj.patel19381@gmail.com,8270828701,Delhi,Delhi,1729625,665,2024-05-01,Active
CUST019382,Manav,Iyer,Male,2001-12-18,manav.iyer19382@gmail.com,7375718916,Kanpur,Uttar Pradesh,373328,305,2016-12-14,Inactive
CUST019383,Rohan,Das,Male,1963-09-04,rohan.das19383@gmail.com,7115312334,Patna,Bihar,368527,794,2021-09-20,Active
CUST019384,Khushi,Jain,Female,2004-11-19,khushi.jain19384@gmail.com,9681642818,Kanpur,Uttar Pradesh,1036196,370,2020-07-21,Active
CUST019385,Shreya,Mishra,Female,1963-12-28,shreya.mishra19385@gmail.com,6270147432,Bengaluru,Karnataka,1556601,511,2025-02-08,Active
CUST019386,Riya,Mishra,Female,1981-09-24,riya.mishra19386@gmail.com,6943665545,Pune,Maharashtra,2393758,438,2022-01-16,Active
CUST019387,Nikhil,Agarwal,Male,1973-11-17,nikhil.agarwal19387@gmail.com,9302889950,Delhi,Delhi,2155975,639,2017-03-26,Active
CUST019388,Radhika,Kulkarni,Female,1995-06-23,radhika.kulkarni19388@gmail.com,8548523790,Kolkata,West Bengal,788845,736,2020-08-17,Active
CUST019389,Aarav,Mishra,Male,1972-04-17,aarav.mishra19389@gmail.com,9899301405,Surat,Gujarat,1147772,712,2022-06-21,Active
CUST019390,Priya,Kapoor,Female,1952-08-05,priya.kapoor19390@gmail.com,9654888848,Gurgaon,Haryana,2496932,740,2020-08-22,Inactive
CUST019391,Karan,Patel,Male,1960-09-19,karan.patel19391@gmail.com,6021569315,Kochi,Kerala,1522678,594,2021-11-23,Active
CUST019392,Nikhil,Chauhan,Male,1992-06-21,nikhil.chauhan19392@gmail.com,6229842000,Hyderabad,Telangana,2098506,461,2018-03-06,Active
CUST019393,Rishi,Singh,Male,2007-07-13,rishi.singh19393@gmail.com,9698740692,Ahmedabad,Gujarat,2616229,444,2016-07-28,Active
CUST019394,Ritik,Gupta,Male,1995-12-22,ritik.gupta19394@gmail.com,8852475630,Nagpur,Maharashtra,1754554,354,2025-04-23,Active
CUST019395,Ritik,Jain,Male,2004-05-29,ritik.jain19395@gmail.com,9118212130,Chennai,Tamil Nadu,2076256,544,2023-11-04,Active
CUST019396,Nikhil,Pandey,Male,1997-07-10,nikhil.pandey19396@gmail.com,7475901920,Jaipur,Rajasthan,2570640,486,2023-12-07,Active
CUST019397,Manav,Jain,Male,1968-01-17,manav.jain19397@gmail.com,8563442703,Indore,Madhya Pradesh,1327205,497,2026-06-29,Active
CUST019398,Rohan,Kulkarni,Male,1952-12-10,rohan.kulkarni19398@gmail.com,7684650133,Lucknow,Uttar Pradesh,1667173,547,2017-03-03,Inactive
CUST019399,Vivaan,Sharma,Male,1951-01-09,vivaan.sharma19399@gmail.com,6562324358,Delhi,Delhi,1875405,575,2025-04-07,Active
CUST019400,Radhika,Pandey,Female,1954-01-14,radhika.pandey19400@gmail.com,7795742133,Gurgaon,Haryana,294438,337,2024-07-29,Active
CUST019401,Rohan,Pandey,Male,1966-07-11,rohan.pandey19401@gmail.com,6913578501,Gurgaon,Haryana,1447672,685,2016-10-27,Inactive
CUST019402,Diya,Joshi,Female,1965-07-02,diya.joshi19402@gmail.com,9329696306,Hyderabad,Telangana,1644722,427,2018-08-08,Active
CUST019403,Aditi,Bose,Female,2000-01-19,aditi.bose19403@gmail.com,9487661115,Bhopal,Madhya Pradesh,2034086,566,2016-11-18,Active
CUST019404,Pooja,Reddy,Female,1958-08-06,pooja.reddy19404@gmail.com,8512338564,Bengaluru,Karnataka,1548001,666,2020-12-02,Active
CUST019405,Shivam,Reddy,Male,1994-04-25,shivam.reddy19405@gmail.com,8599023692,Kolkata,West Bengal,921373,850,2018-05-22,Inactive
CUST019406,Varun,Patel,Male,1997-09-15,varun.patel19406@gmail.com,7824387179,Surat,Gujarat,2284445,897,2016-11-01,Active
CUST019407,Muskan,Yadav,Female,2003-01-21,muskan.yadav19407@gmail.com,6605852626,Kanpur,Uttar Pradesh,1820290,782,2018-01-09,Inactive
CUST019408,Rahul,Singh,Male,1966-04-06,rahul.singh19408@gmail.com,8139910933,Bengaluru,Karnataka,1242269,764,2024-11-02,Inactive
CUST019409,Mohit,Verma,Male,1986-01-01,mohit.verma19409@gmail.com,8758955752,Lucknow,Uttar Pradesh,2641874,749,2018-02-26,Active
CUST019410,Rohan,Bose,Male,1997-05-27,rohan.bose19410@gmail.com,7484663654,Kochi,Kerala,1576789,638,2022-04-02,Active
CUST019411,Karan,Jain,Male,1966-02-25,karan.jain19411@gmail.com,8712519784,Chennai,Tamil Nadu,2937810,417,2022-05-12,Active
CUST019412,Priya,Sharma,Female,2006-01-17,priya.sharma19412@gmail.com,9183591108,Nagpur,Maharashtra,524765,858,2025-04-07,Active
CUST019413,Ritik,Sharma,Male,1994-08-03,ritik.sharma19413@gmail.com,6786304573,Chennai,Tamil Nadu,1582655,473,2019-07-31,Active
CUST019414,Simran,Iyer,Female,1986-04-25,simran.iyer19414@gmail.com,7518744291,Patna,Bihar,2466041,845,2021-05-19,Active
CUST019415,Rahul,Das,Male,1979-02-05,rahul.das19415@gmail.com,6416527684,Hyderabad,Telangana,1242156,334,2021-02-04,Inactive
CUST019416,Vivaan,Chauhan,Male,1964-03-30,vivaan.chauhan19416@gmail.com,9380289577,Ahmedabad,Gujarat,610496,615,2024-05-20,Active
CUST019417,Karan,Sharma,Male,1957-08-19,karan.sharma19417@gmail.com,8694947065,Bengaluru,Karnataka,1087467,743,2017-09-06,Active
CUST019418,Ayush,Patel,Male,1989-09-14,ayush.patel19418@gmail.com,9561863434,Pune,Maharashtra,2863757,522,2022-04-24,Active
CUST019419,Shivam,Joshi,Male,1968-12-30,shivam.joshi19419@gmail.com,7249414282,Hyderabad,Telangana,891023,387,2025-05-26,Active
CUST019420,Meera,Reddy,Female,1989-01-30,meera.reddy19420@gmail.com,9456347295,Bengaluru,Karnataka,1456764,599,2022-03-30,Active
CUST019421,Krishna,Gupta,Male,1991-06-20,krishna.gupta19421@gmail.com,9463085079,Kolkata,West Bengal,656036,558,2017-02-14,Active
CUST019422,Akash,Kulkarni,Male,1986-07-07,akash.kulkarni19422@gmail.com,7173391650,Kolkata,West Bengal,2436837,445,2019-07-15,Active
CUST019423,Rishi,Yadav,Male,1977-03-14,rishi.yadav19423@gmail.com,7188869441,Mumbai,Maharashtra,303780,432,2016-08-11,Active
CUST019424,Nandini,Das,Female,1974-03-25,nandini.das19424@gmail.com,8889040952,Jaipur,Rajasthan,2204042,537,2024-06-15,Active
CUST019425,Varun,Das,Male,1961-12-04,varun.das19425@gmail.com,6656007547,Jaipur,Rajasthan,2911727,629,2020-07-03,Active
CUST019426,Rohan,Mehta,Male,1991-07-06,rohan.mehta19426@gmail.com,9329802693,Indore,Madhya Pradesh,2667650,315,2022-05-01,Active
CUST019427,Aman,Patel,Male,1956-10-14,aman.patel19427@gmail.com,9755293931,Chandigarh,Punjab,1215831,757,2022-10-17,Active
CUST019428,Arjun,Mehta,Male,1959-10-16,arjun.mehta19428@gmail.com,9820726109,Jaipur,Rajasthan,1144243,310,2021-09-26,Active
CUST019429,Shivam,Sharma,Male,1955-04-28,shivam.sharma19429@gmail.com,9643653681,Chandigarh,Punjab,1263760,814,2020-08-07,Active
CUST019430,Aditya,Yadav,Male,2003-08-01,aditya.yadav19430@gmail.com,6834448533,Hyderabad,Telangana,973824,486,2020-10-18,Active
CUST019431,Nandini,Gupta,Female,1958-07-03,nandini.gupta19431@gmail.com,7751340219,Kochi,Kerala,837489,464,2026-02-01,Active
CUST019432,Vivaan,Mishra,Male,1993-01-05,vivaan.mishra19432@gmail.com,7909992142,Gurgaon,Haryana,2838999,794,2025-12-12,Active
CUST019433,Sakshi,Kapoor,Female,1984-06-18,sakshi.kapoor19433@gmail.com,7685965604,Chennai,Tamil Nadu,596789,522,2020-01-13,Active
CUST019434,Pooja,Sharma,Female,1961-08-02,pooja.sharma19434@gmail.com,6126044298,Bhopal,Madhya Pradesh,2386919,454,2023-03-11,Active
CUST019435,Varun,Verma,Male,1974-08-02,varun.verma19435@gmail.com,8953219922,Chennai,Tamil Nadu,884699,618,2019-03-05,Active
CUST019436,Muskan,Pandey,Female,1956-07-08,muskan.pandey19436@gmail.com,9249560812,Hyderabad,Telangana,523402,300,2021-09-29,Active
CUST019437,Aanya,Das,Female,2003-01-19,aanya.das19437@gmail.com,6817119698,Chennai,Tamil Nadu,2526481,715,2021-09-02,Active
CUST019438,Aarav,Jain,Male,2005-03-18,aarav.jain19438@gmail.com,8267176597,Delhi,Delhi,1483137,480,2019-12-31,Active
CUST019439,Mohit,Chauhan,Male,1976-12-31,mohit.chauhan19439@gmail.com,7035012248,Delhi,Delhi,501309,733,2025-01-24,Active
CUST019440,Siddharth,Mishra,Male,1973-06-06,siddharth.mishra19440@gmail.com,7145852798,Gurgaon,Haryana,1206163,535,2026-04-22,Active
CUST019441,Aman,Gupta,Male,1951-02-04,aman.gupta19441@gmail.com,7046965672,Chennai,Tamil Nadu,861070,380,2024-02-18,Active
CUST019442,Mohit,Bose,Male,1980-02-15,mohit.bose19442@gmail.com,9440678699,Bhopal,Madhya Pradesh,2893799,595,2022-09-22,Active
CUST019443,Simran,Pandey,Female,1998-12-13,simran.pandey19443@gmail.com,6166315394,Chandigarh,Punjab,2718344,353,2021-01-09,Active
CUST019444,Mohit,Chauhan,Male,1974-04-27,mohit.chauhan19444@gmail.com,9402362323,Chennai,Tamil Nadu,1084629,631,2017-11-22,Active
CUST019445,Radhika,Yadav,Female,1965-08-08,radhika.yadav19445@gmail.com,6188190664,Lucknow,Uttar Pradesh,2631929,735,2020-05-24,Active
CUST019446,Radhika,Gupta,Female,1953-12-10,radhika.gupta19446@gmail.com,7861643591,Chennai,Tamil Nadu,455878,715,2023-06-20,Active
CUST019447,Diya,Mishra,Female,1999-05-24,diya.mishra19447@gmail.com,6470949230,Lucknow,Uttar Pradesh,2030659,458,2017-12-19,Active
CUST019448,Varun,Kapoor,Male,1999-01-07,varun.kapoor19448@gmail.com,8325520724,Pune,Maharashtra,1160166,736,2025-04-29,Active
CUST019449,Aditi,Patel,Female,1965-05-07,aditi.patel19449@gmail.com,8299509665,Ahmedabad,Gujarat,2689869,742,2019-04-01,Active
CUST019450,Shivam,Gupta,Male,2006-01-18,shivam.gupta19450@gmail.com,7320641689,Surat,Gujarat,1486562,833,2018-10-23,Active
CUST019451,Kavya,Pandey,Female,1976-01-01,kavya.pandey19451@gmail.com,6755414513,Mumbai,Maharashtra,920709,505,2024-10-24,Active
CUST019452,Khushi,Joshi,Female,1971-06-10,khushi.joshi19452@gmail.com,8395683389,Gurgaon,Haryana,1188474,301,2019-02-23,Active
CUST019453,Aditi,Joshi,Female,1988-05-10,aditi.joshi19453@gmail.com,8124983272,Delhi,Delhi,2389083,709,2019-05-08,Active
CUST019454,Aman,Iyer,Male,2006-10-28,aman.iyer19454@gmail.com,8397887742,Kolkata,West Bengal,1535648,742,2022-03-17,Inactive
CUST019455,Karan,Kapoor,Male,1960-01-18,karan.kapoor19455@gmail.com,6156101599,Indore,Madhya Pradesh,2510494,624,2021-09-11,Active
CUST019456,Priya,Das,Female,1965-09-14,priya.das19456@gmail.com,8923349329,Bengaluru,Karnataka,939211,424,2020-07-29,Active
CUST019457,Neha,Sharma,Female,1961-10-16,neha.sharma19457@gmail.com,8320588908,Kanpur,Uttar Pradesh,1586190,335,2016-12-14,Active
CUST019458,Krishna,Reddy,Male,1972-06-09,krishna.reddy19458@gmail.com,9903836891,Pune,Maharashtra,1273606,479,2024-04-12,Active
CUST019459,Aarav,Kulkarni,Male,1956-04-07,aarav.kulkarni19459@gmail.com,8962319681,Ahmedabad,Gujarat,2475538,415,2024-10-06,Active
CUST019460,Mohit,Mehta,Male,1999-05-09,mohit.mehta19460@gmail.com,7313823543,Delhi,Delhi,1264874,388,2019-07-19,Active
CUST019461,Neha,Kulkarni,Female,1976-07-11,neha.kulkarni19461@gmail.com,7919726312,Kochi,Kerala,704197,828,2020-04-26,Active
CUST019462,Siddharth,Chauhan,Male,1985-03-08,siddharth.chauhan19462@gmail.com,9818614608,Pune,Maharashtra,1004601,665,2017-05-10,Active
CUST019463,Aarav,Kulkarni,Male,2005-01-23,aarav.kulkarni19463@gmail.com,8501154584,Patna,Bihar,2456348,313,2021-07-18,Active
CUST019464,Shivam,Das,Male,2002-07-29,shivam.das19464@gmail.com,6332360064,Kanpur,Uttar Pradesh,836247,698,2019-09-01,Inactive
CUST019465,Vivaan,Reddy,Male,1994-01-18,vivaan.reddy19465@gmail.com,6829076607,Lucknow,Uttar Pradesh,1874169,477,2019-06-25,Active
CUST019466,Sakshi,Singh,Female,1999-11-10,sakshi.singh19466@gmail.com,6525748469,Kochi,Kerala,2196842,900,2021-01-12,Active
CUST019467,Pooja,Bose,Female,2000-06-06,pooja.bose19467@gmail.com,9381135645,Delhi,Delhi,2943607,533,2021-02-20,Inactive
CUST019468,Manav,Bose,Male,2007-09-14,manav.bose19468@gmail.com,6418601704,Bhopal,Madhya Pradesh,921647,387,2021-12-08,Inactive
CUST019469,Kavya,Agarwal,Female,1979-08-18,kavya.agarwal19469@gmail.com,7922162075,Noida,Uttar Pradesh,1248554,352,2017-04-04,Active
CUST019470,Diya,Patel,Female,1963-10-20,diya.patel19470@gmail.com,9552438988,Nagpur,Maharashtra,325515,570,2019-12-26,Active
CUST019471,Muskan,Joshi,Female,1969-02-12,muskan.joshi19471@gmail.com,9627905279,Mumbai,Maharashtra,704187,840,2020-07-27,Active
CUST019472,Muskan,Verma,Female,1998-03-11,muskan.verma19472@gmail.com,6806760062,Pune,Maharashtra,664051,632,2024-01-24,Active
CUST019473,Riya,Verma,Female,1975-07-15,riya.verma19473@gmail.com,7608942967,Chennai,Tamil Nadu,2679508,648,2022-07-07,Active
CUST019474,Rahul,Patel,Male,1967-09-02,rahul.patel19474@gmail.com,8989960270,Bhopal,Madhya Pradesh,1229576,478,2024-06-19,Active
CUST019475,Aman,Verma,Male,1967-08-04,aman.verma19475@gmail.com,9173918053,Ahmedabad,Gujarat,1916070,871,2019-07-28,Active
CUST019476,Raj,Mishra,Male,1959-06-23,raj.mishra19476@gmail.com,8922467677,Ahmedabad,Gujarat,2172534,699,2026-05-16,Active
CUST019477,Varun,Reddy,Male,1980-09-23,varun.reddy19477@gmail.com,8057146155,Surat,Gujarat,1662792,399,2024-03-07,Active
CUST019478,Nandini,Mehta,Female,1975-12-13,nandini.mehta19478@gmail.com,6006200164,Mumbai,Maharashtra,1309424,865,2021-07-10,Active
CUST019479,Aditya,Das,Male,1997-09-15,aditya.das19479@gmail.com,7358151061,Noida,Uttar Pradesh,608532,691,2020-01-24,Active
CUST019480,Krishna,Mehta,Male,1950-07-17,krishna.mehta19480@gmail.com,6301982137,Ahmedabad,Gujarat,2590246,609,2022-12-01,Active
CUST019481,Sneha,Kulkarni,Female,1994-11-28,sneha.kulkarni19481@gmail.com,7549152336,Bhopal,Madhya Pradesh,2008965,718,2018-02-24,Active
CUST019482,Shreya,Kapoor,Female,1962-04-02,shreya.kapoor19482@gmail.com,9405690228,Gurgaon,Haryana,1776407,416,2020-09-01,Active
CUST019483,Varun,Mehta,Male,1968-07-12,varun.mehta19483@gmail.com,8599119743,Ahmedabad,Gujarat,1539756,474,2023-07-11,Active
CUST019484,Rohan,Joshi,Male,1953-03-24,rohan.joshi19484@gmail.com,8124950839,Delhi,Delhi,383681,646,2021-09-07,Active
CUST019485,Kavya,Jain,Female,1984-10-22,kavya.jain19485@gmail.com,9809046809,Patna,Bihar,2252803,611,2022-07-08,Active
CUST019486,Aanya,Das,Female,2006-06-11,aanya.das19486@gmail.com,7038027602,Patna,Bihar,256224,414,2026-02-12,Active
CUST019487,Shivam,Chauhan,Male,1970-12-26,shivam.chauhan19487@gmail.com,9776220659,Jaipur,Rajasthan,658515,722,2020-11-20,Active
CUST019488,Riya,Mishra,Female,1995-04-12,riya.mishra19488@gmail.com,9544785306,Bengaluru,Karnataka,2040677,336,2021-05-13,Active
CUST019489,Sneha,Mishra,Female,1965-04-25,sneha.mishra19489@gmail.com,7828603953,Surat,Gujarat,744614,690,2024-12-26,Active
CUST019490,Khushi,Joshi,Female,2000-08-27,khushi.joshi19490@gmail.com,7806807162,Kochi,Kerala,2946653,513,2023-02-23,Active
CUST019491,Arjun,Kapoor,Male,1982-03-29,arjun.kapoor19491@gmail.com,7103320698,Indore,Madhya Pradesh,2526141,420,2024-11-20,Active
CUST019492,Neha,Verma,Female,2001-09-04,neha.verma19492@gmail.com,8137883410,Lucknow,Uttar Pradesh,2831171,875,2021-12-19,Active
CUST019493,Diya,Yadav,Female,2004-06-23,diya.yadav19493@gmail.com,8975142435,Lucknow,Uttar Pradesh,1792765,517,2017-04-13,Active
CUST019494,Riya,Mehta,Female,1975-03-03,riya.mehta19494@gmail.com,6034188722,Mumbai,Maharashtra,871561,624,2024-06-22,Active
CUST019495,Sakshi,Iyer,Female,2004-08-27,sakshi.iyer19495@gmail.com,9775089946,Bengaluru,Karnataka,1094460,573,2025-09-09,Active
CUST019496,Meera,Verma,Female,1964-12-20,meera.verma19496@gmail.com,7135024749,Bengaluru,Karnataka,810637,884,2025-09-13,Active
CUST019497,Diya,Gupta,Female,1954-09-06,diya.gupta19497@gmail.com,6114236041,Mumbai,Maharashtra,2709008,808,2021-05-11,Active
CUST019498,Muskan,Kapoor,Female,1969-08-14,muskan.kapoor19498@gmail.com,9353762905,Chennai,Tamil Nadu,2530543,844,2019-02-28,Inactive
CUST019499,Aditi,Kapoor,Female,1986-01-18,aditi.kapoor19499@gmail.com,9961983923,Kanpur,Uttar Pradesh,2285919,763,2023-02-09,Inactive
CUST019500,Muskan,Chauhan,Female,1993-11-21,muskan.chauhan19500@gmail.com,7351032725,Hyderabad,Telangana,912830,668,2018-12-15,Active
CUST019501,Ayush,Yadav,Male,1999-04-11,ayush.yadav19501@gmail.com,7913752223,Bhopal,Madhya Pradesh,1831326,602,2020-01-23,Active
CUST019502,Diya,Joshi,Female,1952-01-26,diya.joshi19502@gmail.com,9951071271,Chennai,Tamil Nadu,1058103,859,2026-02-10,Active
CUST019503,Rahul,Bose,Male,1965-08-26,rahul.bose19503@gmail.com,7403120467,Hyderabad,Telangana,2080677,879,2022-02-10,Active
CUST019504,Karan,Agarwal,Male,1950-11-13,karan.agarwal19504@gmail.com,6865908605,Noida,Uttar Pradesh,1698722,572,2025-08-24,Active
CUST019505,Aman,Reddy,Male,1952-01-09,aman.reddy19505@gmail.com,7410064805,Ahmedabad,Gujarat,1270078,374,2025-08-26,Inactive
CUST019506,Priya,Das,Female,1990-01-14,priya.das19506@gmail.com,9587781998,Chandigarh,Punjab,595456,457,2019-05-30,Active
CUST019507,Shreya,Bose,Female,1994-10-27,shreya.bose19507@gmail.com,7278900743,Delhi,Delhi,1594123,535,2024-10-05,Active
CUST019508,Rahul,Joshi,Male,2002-02-23,rahul.joshi19508@gmail.com,6301280513,Kanpur,Uttar Pradesh,389600,744,2020-12-03,Active
CUST019509,Rishi,Chauhan,Male,1993-02-08,rishi.chauhan19509@gmail.com,6172180389,Delhi,Delhi,1230595,467,2022-12-10,Active
CUST019510,Aman,Mishra,Male,1981-09-21,aman.mishra19510@gmail.com,6599138083,Mumbai,Maharashtra,499244,732,2016-08-16,Active
CUST019511,Manav,Pandey,Male,1950-10-01,manav.pandey19511@gmail.com,8288087558,Kochi,Kerala,2249147,836,2017-03-17,Active
CUST019512,Rahul,Das,Male,1967-05-21,rahul.das19512@gmail.com,9662934495,Kolkata,West Bengal,515360,728,2022-10-23,Active
CUST019513,Aanya,Nair,Female,1976-10-30,aanya.nair19513@gmail.com,9510623483,Kochi,Kerala,1846429,398,2023-09-27,Active
CUST019514,Aditi,Verma,Female,1960-06-05,aditi.verma19514@gmail.com,8181651071,Patna,Bihar,630898,734,2023-04-09,Inactive
CUST019515,Muskan,Gupta,Female,1953-05-16,muskan.gupta19515@gmail.com,6954243280,Bengaluru,Karnataka,2004892,333,2024-05-18,Active
CUST019516,Radhika,Yadav,Female,1969-12-24,radhika.yadav19516@gmail.com,6175384697,Surat,Gujarat,2567640,451,2026-03-14,Active
CUST019517,Ananya,Sharma,Female,1988-09-06,ananya.sharma19517@gmail.com,8208979788,Pune,Maharashtra,1429133,820,2024-04-16,Active
CUST019518,Nikhil,Reddy,Male,1950-08-10,nikhil.reddy19518@gmail.com,7280043730,Mumbai,Maharashtra,1373710,510,2024-07-13,Active
CUST019519,Raj,Agarwal,Male,1969-10-13,raj.agarwal19519@gmail.com,9999428334,Bhopal,Madhya Pradesh,2729645,799,2017-03-23,Active
CUST019520,Khushi,Verma,Female,1952-12-31,khushi.verma19520@gmail.com,6028383319,Chennai,Tamil Nadu,799234,495,2021-12-14,Active
CUST019521,Ayush,Nair,Male,1962-06-16,ayush.nair19521@gmail.com,9736578553,Kochi,Kerala,2277178,771,2018-08-20,Active
CUST019522,Ishita,Iyer,Female,1960-09-01,ishita.iyer19522@gmail.com,9574382770,Delhi,Delhi,645581,849,2021-01-25,Active
CUST019523,Radhika,Das,Female,1998-01-07,radhika.das19523@gmail.com,8803284271,Chennai,Tamil Nadu,353082,527,2020-03-06,Active
CUST019524,Nandini,Jain,Female,2003-12-29,nandini.jain19524@gmail.com,7610347234,Kolkata,West Bengal,1115432,305,2021-01-01,Active
CUST019525,Priya,Singh,Female,1971-07-01,priya.singh19525@gmail.com,9967996159,Surat,Gujarat,1153586,767,2023-04-25,Active
CUST019526,Khushi,Kapoor,Female,1989-10-07,khushi.kapoor19526@gmail.com,7044004247,Hyderabad,Telangana,1204784,633,2025-11-19,Active
CUST019527,Priya,Iyer,Female,1978-12-23,priya.iyer19527@gmail.com,7040048421,Bengaluru,Karnataka,1869027,593,2018-05-19,Active
CUST019528,Neha,Gupta,Female,1977-01-15,neha.gupta19528@gmail.com,8270665238,Hyderabad,Telangana,1732797,632,2026-04-02,Active
CUST019529,Pooja,Mehta,Female,1950-08-15,pooja.mehta19529@gmail.com,8428160501,Kanpur,Uttar Pradesh,569001,402,2023-02-27,Active
CUST019530,Meera,Yadav,Female,1969-07-08,meera.yadav19530@gmail.com,6580612686,Nagpur,Maharashtra,2266042,322,2023-02-03,Inactive
CUST019531,Ritik,Kapoor,Male,1991-08-09,ritik.kapoor19531@gmail.com,7498654243,Lucknow,Uttar Pradesh,691674,548,2024-08-19,Active
CUST019532,Aanya,Yadav,Female,1996-11-30,aanya.yadav19532@gmail.com,9917983512,Bhopal,Madhya Pradesh,1202818,870,2017-06-07,Active
CUST019533,Shreya,Nair,Female,1966-07-06,shreya.nair19533@gmail.com,9878788105,Kolkata,West Bengal,514363,686,2021-08-05,Active
CUST019534,Aanya,Nair,Female,1996-05-18,aanya.nair19534@gmail.com,8078265767,Mumbai,Maharashtra,1455971,694,2024-09-09,Active
CUST019535,Karan,Mehta,Male,1997-07-24,karan.mehta19535@gmail.com,8788662420,Bengaluru,Karnataka,2071593,733,2020-02-18,Active
CUST019536,Mohit,Patel,Male,1957-12-08,mohit.patel19536@gmail.com,6824591099,Jaipur,Rajasthan,1889263,415,2024-02-17,Active
CUST019537,Shreya,Das,Female,1972-01-21,shreya.das19537@gmail.com,9669166685,Kolkata,West Bengal,2145321,368,2026-05-09,Active
CUST019538,Muskan,Verma,Female,1998-06-13,muskan.verma19538@gmail.com,7703895496,Noida,Uttar Pradesh,2594166,490,2017-08-26,Active
CUST019539,Mohit,Mishra,Male,1988-03-29,mohit.mishra19539@gmail.com,9722533956,Kolkata,West Bengal,2087531,682,2018-12-10,Inactive
CUST019540,Arjun,Reddy,Male,1960-09-24,arjun.reddy19540@gmail.com,8787257958,Jaipur,Rajasthan,978152,314,2024-10-24,Active
CUST019541,Karan,Agarwal,Male,1979-09-03,karan.agarwal19541@gmail.com,6379346747,Bhopal,Madhya Pradesh,1175993,841,2025-02-21,Active
CUST019542,Manav,Singh,Male,1990-01-12,manav.singh19542@gmail.com,6207262151,Lucknow,Uttar Pradesh,1157011,896,2022-06-05,Active
CUST019543,Simran,Kulkarni,Female,1975-09-27,simran.kulkarni19543@gmail.com,6999830113,Pune,Maharashtra,1479404,532,2019-07-11,Active
CUST019544,Karan,Kapoor,Male,1999-06-09,karan.kapoor19544@gmail.com,8013063759,Patna,Bihar,486282,377,2025-12-31,Active
CUST019545,Arjun,Chauhan,Male,1990-05-18,arjun.chauhan19545@gmail.com,7586369808,Patna,Bihar,1228071,560,2018-11-12,Active
CUST019546,Meera,Mishra,Female,1973-05-23,meera.mishra19546@gmail.com,8892580924,Kolkata,West Bengal,2443288,873,2024-09-14,Active
CUST019547,Anjali,Iyer,Female,1962-07-16,anjali.iyer19547@gmail.com,8595871194,Indore,Madhya Pradesh,1359112,584,2022-05-21,Active
CUST019548,Manav,Kapoor,Male,1973-06-26,manav.kapoor19548@gmail.com,9825400657,Surat,Gujarat,2571998,643,2019-09-11,Active
CUST019549,Aarav,Bose,Male,1997-06-14,aarav.bose19549@gmail.com,8519206020,Nagpur,Maharashtra,489257,612,2021-03-05,Active
CUST019550,Ishita,Mishra,Female,1955-08-27,ishita.mishra19550@gmail.com,9799750547,Bhopal,Madhya Pradesh,2448944,513,2023-03-12,Active
CUST019551,Neha,Jain,Female,1964-01-13,neha.jain19551@gmail.com,8374843961,Kochi,Kerala,685032,618,2017-12-02,Active
CUST019552,Pooja,Pandey,Female,1987-01-27,pooja.pandey19552@gmail.com,6220826753,Chennai,Tamil Nadu,1527584,891,2016-11-16,Active
CUST019553,Aditi,Verma,Female,1974-03-12,aditi.verma19553@gmail.com,6232379836,Chandigarh,Punjab,690726,388,2019-12-22,Active
CUST019554,Aman,Mishra,Male,2006-05-17,aman.mishra19554@gmail.com,8954490528,Surat,Gujarat,1724993,643,2025-09-16,Active
CUST019555,Ishita,Das,Female,1983-08-31,ishita.das19555@gmail.com,6149230465,Hyderabad,Telangana,542761,336,2022-02-01,Active
CUST019556,Muskan,Iyer,Female,1995-05-03,muskan.iyer19556@gmail.com,6115476440,Indore,Madhya Pradesh,612692,481,2022-01-07,Active
CUST019557,Simran,Patel,Female,2005-06-23,simran.patel19557@gmail.com,7612869105,Indore,Madhya Pradesh,2228042,688,2019-01-18,Active
CUST019558,Kavya,Mehta,Female,1978-11-12,kavya.mehta19558@gmail.com,6886494791,Hyderabad,Telangana,1837214,455,2022-01-20,Active
CUST019559,Manav,Chauhan,Male,1988-12-21,manav.chauhan19559@gmail.com,8877622382,Kolkata,West Bengal,2299578,622,2017-01-18,Active
CUST019560,Nikhil,Agarwal,Male,2007-11-27,nikhil.agarwal19560@gmail.com,6330018674,Chandigarh,Punjab,2408062,393,2016-07-20,Active
CUST019561,Rishi,Reddy,Male,1961-10-31,rishi.reddy19561@gmail.com,9603790966,Ahmedabad,Gujarat,1426284,649,2020-09-17,Active
CUST019562,Manav,Iyer,Male,2000-09-07,manav.iyer19562@gmail.com,9351990586,Indore,Madhya Pradesh,545863,878,2017-08-01,Active
CUST019563,Manav,Yadav,Male,1952-12-12,manav.yadav19563@gmail.com,9123336197,Pune,Maharashtra,1247995,597,2021-12-19,Active
CUST019564,Ishita,Nair,Female,1990-01-14,ishita.nair19564@gmail.com,6255586133,Gurgaon,Haryana,2666624,380,2018-03-09,Active
CUST019565,Khushi,Patel,Female,1963-07-09,khushi.patel19565@gmail.com,8037755834,Mumbai,Maharashtra,1293584,808,2016-08-15,Active
CUST019566,Diya,Verma,Female,1955-02-07,diya.verma19566@gmail.com,7237579579,Lucknow,Uttar Pradesh,2089613,420,2023-03-18,Active
